Correlation Table - 50 periods
https://www.mataf.net
Sun, 02 Apr 2017 16:34:29 +0000
pair1,pair2,5min,1h,4h,1d
GBPAUD,USDCZK,65.7,61.6,-36.9,-36
GBPAUD,USDDKK,65.6,77.8,-39.6,-35.5
GBPAUD,USDHUF,57.7,67.9,-42.3,-29.6
GBPAUD,USDINR,6.5,-43.9,9.1,47.2
GBPAUD,USDJPY,2.6,41.6,-53.1,-13.3
GBPAUD,USDMXN,-45.4,34.3,-15.4,52.8
GBPAUD,USDNOK,58.2,78.8,-20.1,-48.3
GBPAUD,USDPLN,65.3,82.8,-25.5,-13
GBPAUD,USDSEK,55.2,83.1,-35.5,-48.1
GBPAUD,USDSGD,17.1,67.5,-25.3,28.4
GBPAUD,USDTRY,28.5,-20.2,-55.9,53.8
GBPAUD,USDZAR,4.8,67.4,-20.7,49.2
GBPAUD,ZARJPY,-3.1,-67.5,14.3,-58.8
GBPAUD,AUDCHF,0.5,31.8,-73.1,-69.7
GBPAUD,AUDHKD,-86.2,-79.9,-85.5,-43.9
GBPAUD,AUDUSD,-85.5,-81.4,-85.5,-41.3
GBPAUD,CHFHKD,-71.7,-77.7,51.3,44.4
GBPAUD,EURAUD,-28,-54.8,65.1,56.7
GBPAUD,EURCHF,-39.1,-59.4,-33.3,-10.9
GBPAUD,EURCZK,59.3,19.8,-12.3,3.3
GBPAUD,EURDKK,65.9,-64.8,-6.5,51.9
GBPAUD,EURHKD,-65.2,-77.5,40,33.7
GBPAUD,EURJPY,-60.8,-58.4,4.5,20.2
GBPAUD,USDHKD,-86.1,33.8,-18.1,-40.1
GBPAUD,USDTHB,69.1,-61.2,-26.7,7.4
GBPAUD,USDSAR,41.1,26.3,18,41.8
GBPCAD,AUDCAD,17.8,-51.5,-41.1,37.3
GBPCAD,AUDJPY,-51.2,12.2,-75.5,-72
GBPCAD,AUDNZD,-54.1,4.5,-78.1,30.5
GBPCAD,AUDSGD,-78.9,-51.6,-73.8,-59.6
GBPCAD,CADCHF,-23.2,61.3,-67.9,-70.2
GBPCAD,CADHKD,-87.1,0.8,-46.4,-42.6
GBPCAD,CADJPY,-78.8,47.5,-65.7,-73.2
GBPCAD,CADSGD,-79.4,39,-52.8,-57.4
GBPCAD,CHFJPY,-37.6,-6.3,42,-38.2
GBPCAD,CHFZAR,0.7,69.2,-12.6,-17.7
GBPCAD,EURCAD,9.3,-62.4,60.9,67.9
GBPCAD,EURGBP,-64.4,-85.8,-3.1,15.8
GBPCAD,EURHUF,-31.5,-51,-3,2.7
GBPCAD,EURNOK,-33.3,12.7,56.9,67.5
GBPCAD,EURNZD,-27.2,-60.1,57.9,55.4
GBPCAD,EURPLN,-1.1,-5.6,25.7,-60.7
GBPCAD,EURSEK,-40,10.9,-13.7,29
GBPCAD,EURSGD,-49.8,-67.1,52.2,7.5
GBPCAD,EURTRY,-36.6,-61.2,11,8.2
GBPCAD,EURUSD,-35.9,-70.6,58.9,52.1
GBPCAD,EURZAR,-0.7,67,-13.7,-12.1
GBPCAD,GBPAUD,90.2,88.8,91.5,31.2
GBPCAD,GBPCAD,100,100,100,100
GBPCAD,GBPCHF,80,89.4,-1.1,-4.3
GBPCAD,GBPHKD,78.1,85.3,87.3,30.1
GBPCAD,GBPJPY,82,82.6,32.4,-30.6
GBPCAD,GBPNZD,86.9,85.9,64.9,73.1
GBPCAD,GBPPLN,63.9,83.4,26.4,-45.4
GBPCAD,GBPSGD,69.7,90,79.1,-8.5
GBPCAD,GBPUSD,80.9,85.4,88.7,26.7
GBPCAD,GBPZAR,36.6,77.7,-11.6,-16.3
GBPCAD,HKDJPY,25.1,45.7,-56.3,-60.5
GBPCAD,NZDCAD,80.6,-48,53.5,-14
GBPCAD,NZDCHF,43.2,25.9,-67.5,-54.9
GBPCAD,NZDHKD,-24.1,-47,33.7,-33.4
GBPCAD,NZDJPY,-3.4,15.3,-42.7,-60.4
GBPCAD,NZDSGD,-10.7,-30.8,15,-46.2
GBPCAD,NZDUSD,-14.6,-48.3,35,-34.2
GBPCAD,SGDCHF,65.1,72.1,-61.6,9.1
GBPCAD,SGDHKD,-3.7,-61.8,23,60.7
GBPCAD,SGDJPY,15.1,33.7,-55.3,-32.1
GBPCAD,TRYJPY,5.8,53,12.8,-21.6
GBPCAD,USDCAD,86.4,1.5,45.1,43.3
GBPCAD,USDCHF,48.6,73.4,-66.7,-42.4
GBPCAD,USDCNH,61.5,4.6,-62.5,22.4
GBPCAD,USDCZK,37.8,59.1,-55.8,-49.9
GBPCAD,USDDKK,37.9,70.6,-58.8,-51
GBPCAD,USDHUF,34.4,70.1,-64,-49
GBPCAD,USDINR,-23.3,-42.8,18.9,-56.9
GBPCAD,USDJPY,18.9,47.1,-57.3,-58.8
GBPCAD,USDMXN,-11.4,24.3,6.6,-54.8
GBPCAD,USDNOK,33.4,67.1,-34.1,42.9
GBPCAD,USDPLN,37,67.6,-35.7,-70.6
GBPCAD,USDSEK,22,74.8,-53.8,-28.6
GBPCAD,USDSGD,-1.6,64.7,-28.2,-59.2
GBPCAD,USDTRY,11.4,0.6,-55.3,-14
GBPCAD,USDZAR,19.7,71,-24.4,-32.6
GBPCAD,ZARJPY,-14.3,-70.7,17,5.5
GBPCAD,AUDCHF,-16.3,39.9,-80.9,-41.1
GBPCAD,AUDHKD,-68.6,-67.1,-75,-5.5
GBPCAD,AUDUSD,-67.5,-68.7,-73.3,-9.4
GBPCAD,CHFHKD,-50.4,-71.8,67.4,46.4
GBPCAD,EURAUD,4.1,-53.4,75.8,47.4
GBPCAD,EURCHF,-6.6,-50.3,-16.1,38
GBPCAD,EURCZK,49.2,25.1,-22.2,22.3
GBPCAD,EURDKK,46.7,-52.1,1.6,60.6
GBPCAD,EURHKD,-37.6,-69.8,59.2,54.9
GBPCAD,EURJPY,-27.2,-38.3,30.2,-18.7
GBPCAD,USDHKD,-78,32.9,-35.8,57.9
GBPCAD,USDTHB,42.8,-45.2,-20.7,-66.4
GBPCAD,USDSAR,16,17.2,6.1,-46.2
GBPCHF,AUDCAD,-37.3,-79.7,-48.5,-58.8
GBPCHF,AUDJPY,-75.8,13.6,29.8,11.9
GBPCHF,AUDNZD,-84.9,5.5,32.9,-58
GBPCHF,AUDSGD,-72.4,-57.8,3.2,45.6
GBPCHF,CADCHF,39.6,90.2,74.2,74.1
GBPCHF,CADHKD,-73.5,31,59.5,69.4
GBPCHF,CADJPY,-68.6,69,61.8,52.2
GBPCHF,CADSGD,-40,72.8,52.1,66.7
GBPCHF,CHFJPY,-79.5,-11.3,-59.6,-8.6
GBPCHF,CHFZAR,-25.6,68.7,44.8,30.1
GBPCHF,EURCAD,-48.5,-88.4,-78.5,-73.6
GBPCHF,EURGBP,-94.6,-98.1,-97.9,-95.7
GBPCHF,EURHUF,-66,-73.7,-49.7,-46.4
GBPCHF,EURNOK,-72.5,20.9,-39.7,-62.4
GBPCHF,EURNZD,-74.2,-78.1,-72.2,-72.4
GBPCHF,EURPLN,-3.6,-8.5,-38.6,16.1
GBPCHF,EURSEK,-30.6,4.8,24.6,-35.3
GBPCHF,EURSGD,-86.2,-83.3,-75.8,-0.1
GBPCHF,EURTRY,-71.1,-82.2,-67.3,-9.2
GBPCHF,EURUSD,-77.6,-85.4,-77.1,-27.5
GBPCHF,EURZAR,-31,65.3,42.6,22.9
GBPCHF,GBPAUD,94.7,97.3,20.7,56.9
GBPCHF,GBPCAD,80,89.4,-1.1,-4.3
GBPCHF,GBPCHF,100,100,100,100
GBPCHF,GBPHKD,59.4,91.7,31.3,70.1
GBPCHF,GBPJPY,60.2,90.7,76,69.6
GBPCHF,GBPNZD,61.7,94.4,63.6,-32.4
GBPCHF,GBPPLN,93.1,94.6,56.7,81.7
GBPCHF,GBPSGD,84,98.2,36.1,78.6
GBPCHF,GBPUSD,63.6,92.2,27.4,71.2
GBPCHF,GBPZAR,18.9,79.6,59,57.4
GBPCHF,HKDJPY,17.3,51.8,44.4,2.1
GBPCHF,NZDCAD,75.3,-73.1,-71.9,42.6
GBPCHF,NZDCHF,85.6,33.7,61.5,72.4
GBPCHF,NZDHKD,-12.8,-54.1,-46.7,64.3
GBPCHF,NZDJPY,3.1,16.5,14.4,57.1
GBPCHF,NZDSGD,32.9,-35.3,-36.4,64.4
GBPCHF,NZDUSD,-1.9,-55.1,-49.5,64.2
GBPCHF,SGDCHF,84.6,87.2,70,-21.4
GBPCHF,SGDHKD,-37,-71.2,-7.1,-37.8
GBPCHF,SGDJPY,-20,37.7,50.3,-34.1
GBPCHF,TRYJPY,-23.8,70.6,17,-0.7
GBPCHF,USDCAD,71.6,-29.7,-55.9,-69.4
GBPCHF,USDCHF,85.8,86.5,70.1,8.5
GBPCHF,USDCNH,74.6,2.5,34.4,-41.1
GBPCHF,USDCZK,78.7,72.2,76.8,28
GBPCHF,USDDKK,78.6,85.2,76.9,28.2
GBPCHF,USDHUF,73.2,74,64.5,4.8
GBPCHF,USDINR,17.6,-50.2,-40,48.3
GBPCHF,USDJPY,10.2,53,47.3,-0.4
GBPCHF,USDMXN,-55.5,20.9,-46.9,48.1
GBPCHF,USDNOK,72.5,82.9,68.4,-54.1
GBPCHF,USDPLN,78.6,80.8,42.4,27.8
GBPCHF,USDSEK,68.1,88.6,73.3,6.3
GBPCHF,USDSGD,31.6,73.4,15.1,36
GBPCHF,USDTRY,40.9,-16.4,22.2,1.5
GBPCHF,USDZAR,4.6,72.1,54,34
GBPCHF,ZARJPY,-1.4,-70.7,-48.3,-36.8
GBPCHF,AUDCHF,32.1,52.6,51.6,19.3
GBPCHF,AUDHKD,-89.2,-76.5,-0.8,12
GBPCHF,AUDUSD,-88.6,-77.5,-5.9,15.4
GBPCHF,CHFHKD,-86.7,-85.3,-69.2,-12.2
GBPCHF,EURAUD,-49.3,-69,-59.3,-31.9
GBPCHF,EURCHF,-47.1,-64.8,-51.4,-50.4
GBPCHF,EURCZK,51.8,31.5,43.8,7.3
GBPCHF,EURDKK,72.4,-66,-26,3.5
GBPCHF,EURHKD,-78.7,-84.9,-76.8,-30.2
GBPCHF,EURJPY,-71.7,-52.3,-70.1,-27.3
GBPCHF,USDHKD,-88.1,26,63.4,-51.2
GBPCHF,USDTHB,80.3,-55.9,-26.2,3.2
GBPCHF,USDSAR,50.5,19.6,52.2,39.3
GBPHKD,AUDCAD,7.6,-76.8,-64.9,-54.9
GBPHKD,AUDJPY,-41.2,-8.9,-64.1,-34.1
GBPHKD,AUDNZD,-32.8,-16.7,-67.4,-60.3
GBPHKD,AUDSGD,-68.1,-48.3,-66.4,24.5
GBPHKD,CADCHF,-23.6,79.2,-35.7,30
GBPHKD,CADHKD,-37.6,52.8,2.7,73.5
GBPHKD,CADJPY,-58,48,-39.2,20.7
GBPHKD,CADSGD,-64,74.2,-20.1,53.6
GBPHKD,CHFJPY,-22.7,-29.5,15,-4.5
GBPHKD,CHFZAR,23.6,44,-5.8,39.9
GBPHKD,EURCAD,17.9,-76.2,26,-31.3
GBPHKD,EURGBP,-42.3,-88.3,-36.9,-64.8
GBPHKD,EURHUF,-10.6,-53.4,-17.4,-40.2
GBPHKD,EURNOK,-14.3,24.1,29.5,-27.1
GBPHKD,EURNZD,-4.5,-77.3,23.6,-46.3
GBPHKD,EURPLN,25,4.1,13.3,-9.7
GBPHKD,EURSEK,-0.9,34.6,-7.9,-55.7
GBPHKD,EURSGD,-27.5,-63.9,23.4,47.8
GBPHKD,EURTRY,-3.2,-71.6,-21.9,18.9
GBPHKD,EURUSD,-2.3,-62.2,33.4,45
GBPHKD,EURZAR,22.5,40.9,-8.3,36.4
GBPHKD,GBPAUD,73.2,93.4,92.7,77
GBPHKD,GBPCAD,78.1,85.3,87.3,30.1
GBPHKD,GBPCHF,59.4,91.7,31.3,70.1
GBPHKD,GBPHKD,100,100,100,100
GBPHKD,GBPJPY,68.3,75.1,50.9,50.1
GBPHKD,GBPNZD,82.3,82,77.1,-17.7
GBPHKD,AUDCHF,-31.1,32.9,-59.4,-30.6
GBPHKD,GBPPLN,47.8,89.5,46.8,44
GBPHKD,GBPSGD,52.8,96.3,87.9,83.5
GBPHKD,GBPUSD,99.8,99.9,99.8,99.9
GBPHKD,GBPZAR,50.6,57.2,0.6,56.4
GBPHKD,HKDJPY,-20.7,21.3,-50.6,-47.2
GBPHKD,NZDCAD,45.6,-55.8,24,53.2
GBPHKD,NZDCHF,20.7,43.1,-39.4,47.6
GBPHKD,NZDHKD,23.3,-23.9,34.5,72.1
GBPHKD,NZDJPY,-22.6,3.6,-35,38.1
GBPHKD,NZDSGD,-24.5,-10.2,10,59.3
GBPHKD,NZDUSD,29.5,-25.7,33.6,71.5
GBPHKD,SGDCHF,47.2,63.8,-36.7,-60.1
GBPHKD,SGDHKD,35.5,-41.2,31.8,-1.9
GBPHKD,SGDJPY,15.7,10.7,-43,-73.1
GBPHKD,TRYJPY,-16,50.8,22.5,-32.4
GBPHKD,USDCAD,36.3,-50.7,-3.9,-72.9
GBPHKD,USDCHF,9.8,59.5,-45.7,-64.9
GBPHKD,USDCNH,30.6,-24.5,-59.7,-68.7
GBPHKD,USDCZK,4.2,50.3,-30.3,-44.3
GBPHKD,USDDKK,4.7,61.2,-33.4,-44.3
GBPHKD,USDHUF,-2.1,54,-41.9,-62.7
GBPHKD,USDINR,-14,-38.8,0.9,21.5
GBPHKD,USDJPY,-25,22.9,-50.4,-49.9
GBPHKD,USDMXN,-9.7,25,-18.1,32.6
GBPHKD,USDNOK,-4.6,63.1,-20.8,-62.5
GBPHKD,USDPLN,9.8,65.2,-21.4,-36.3
GBPHKD,USDSEK,2.3,71.6,-30.4,-60.8
GBPHKD,USDSGD,-39.4,45.3,-34.3,-0.8
GBPHKD,USDTRY,0.2,-34.9,-59.4,0.8
GBPHKD,USDZAR,30.2,46.7,-14.1,18.7
GBPHKD,ZARJPY,-33.4,-47.6,7.6,-44.8
GBPHKD,AUDHKD,-28.7,-53.1,-59.9,23.5
GBPHKD,AUDUSD,-27.4,-55.3,-60.1,26.2
GBPHKD,CHFHKD,-11.5,-57.4,47,62.2
GBPHKD,EURAUD,23.5,-51.1,50.2,18
GBPHKD,EURCHF,9.8,-52.6,-41.5,-27.8
GBPHKD,EURCZK,42.3,18.5,-6.8,9.2
GBPHKD,EURDKK,16.4,-60.1,-7.4,54.2
GBPHKD,EURHKD,-3.8,-61,34,42.3
GBPHKD,EURJPY,-10.7,-61.4,-2.4,-14.8
GBPHKD,USDHKD,-46.8,42.4,-10.6,-39.6
GBPHKD,USDTHB,26.7,-59.1,-33.8,-32.4
GBPHKD,USDSAR,-13,22.4,17.1,34.8
GBPJPY,AUDCAD,32.1,-62.4,-39.6,-82.3
GBPJPY,AUDJPY,-4.7,51.8,24,38.9
GBPJPY,AUDNZD,-21.2,37.2,6.5,-75.3
GBPJPY,AUDSGD,-61.7,-44.8,-0.1,43.7
GBPJPY,CADCHF,-27.8,80.3,34,70.1
GBPJPY,CADHKD,-66.7,10.1,26.2,69.1
GBPJPY,CADJPY,-29.8,88.8,50,87.3
GBPJPY,CADSGD,-73.1,57.8,39.4,83.6
GBPJPY,CHFJPY,0.2,31.7,6.8,65.5
GBPJPY,CHFZAR,8.1,73.1,20.5,52.6
GBPJPY,EURCAD,23.4,-84.2,-40.2,-65.7
GBPJPY,EURGBP,-40.6,-92.3,-76.5,-65.2
GBPJPY,EURHUF,-0.5,-78.6,-67.4,-1.7
GBPJPY,EURNOK,-17.8,19.4,-22.2,-62.2
GBPJPY,EURNZD,-2.3,-61,-37.3,-68.9
GBPJPY,EURPLN,1.3,-38.9,-4,60.8
GBPJPY,EURSEK,-35.9,-11,-13.9,-61.7
GBPJPY,EURSGD,-28.9,-87,-32.6,45.9
GBPJPY,EURTRY,-10,-73.6,-56.8,43.1
GBPJPY,EURUSD,-13.8,-89.9,-40.7,-14
GBPJPY,EURZAR,9.9,69.2,18.1,48.9
GBPJPY,GBPAUD,66.3,83.8,41.3,63.2
GBPJPY,GBPCAD,82,82.6,32.4,-30.6
GBPJPY,GBPCHF,60.2,90.7,76,69.6
GBPJPY,GBPHKD,68.3,75.1,50.9,50.1
GBPJPY,AUDCHF,-7.9,63.7,16.7,-14.5
GBPJPY,GBPJPY,100,100,100,100
GBPJPY,GBPNZD,83,94,69.7,-52.8
GBPJPY,GBPPLN,40.8,77.5,68,83.1
GBPJPY,GBPSGD,46.6,86.3,66.3,83.2
GBPJPY,GBPUSD,69.5,75.8,49.5,52.7
GBPJPY,GBPZAR,34.9,81.1,32.6,67.2
GBPJPY,HKDJPY,56.6,80.5,48.4,52.6
GBPJPY,NZDCAD,51.4,-79.2,-36.6,48.2
GBPJPY,NZDCHF,21.3,6.3,24.5,72.5
GBPJPY,NZDHKD,-28.9,-73.1,-27.5,66.9
GBPJPY,NZDJPY,32.3,44.6,36.9,85.7
GBPJPY,NZDSGD,-31.5,-57.9,-7.1,78.8
GBPJPY,NZDUSD,-22.6,-73.6,-27.5,67.5
GBPJPY,SGDCHF,53.4,86.2,23.4,-59.6
GBPJPY,SGDHKD,12.6,-78.1,-26.6,-76
GBPJPY,SGDJPY,52.9,71.9,43.4,4.5
GBPJPY,TRYJPY,28.9,83.3,54.5,-31.3
GBPJPY,USDCAD,66.5,-9.3,-25.8,-69.9
GBPJPY,USDCHF,29.8,88.5,32,1.6
GBPJPY,USDCNH,44.2,34.4,18.6,-42.2
GBPJPY,USDCZK,15.4,87.5,44.7,12.9
GBPJPY,USDDKK,14.4,89.4,39.2,13.9
GBPJPY,USDHUF,22.5,76.9,18.9,12.4
GBPJPY,USDINR,-17.3,-40.5,-0.4,78.3
GBPJPY,USDJPY,53.2,81.4,48.5,49.9
GBPJPY,USDMXN,3.4,3,-15.7,80.8
GBPJPY,USDNOK,9.7,86.3,35.4,-62.9
GBPJPY,USDPLN,14.9,66.2,39.1,44.7
GBPJPY,USDSEK,0.8,89.5,30,-16.3
GBPJPY,USDSGD,-16.4,78.8,29.8,74.4
GBPJPY,USDTRY,12.2,7.6,-9,54.6
GBPJPY,USDZAR,20.7,76.2,24.7,54.8
GBPJPY,AUDHKD,-41.5,-72.8,-18,-25.5
GBPJPY,ZARJPY,-8.3,-70,-17.3,-33.2
GBPJPY,AUDUSD,-40.6,-73.1,-19.7,-20.4
GBPJPY,CHFHKD,-31.2,-87.8,-31.9,-7
GBPJPY,EURAUD,16.9,-79.6,-24.8,3.1
GBPJPY,EURCHF,16.7,-71.8,-47.7,-31.1
GBPJPY,EURCZK,37.6,56.6,43,-10.9
GBPJPY,EURDKK,16.2,-71.8,-52.7,-3.6
GBPJPY,EURHKD,-15.2,-89.8,-41.2,-18.2
GBPJPY,EURJPY,7.3,-16.9,-11.5,45.7
GBPJPY,USDHKD,-51.5,13.1,17.5,-75.8
GBPJPY,USDTHB,19.4,-36.8,0.8,55.6
GBPJPY,USDSAR,0.7,3.8,23,61.2
GBPNZD,AUDCAD,19.5,-74,-70.5,65.9
GBPNZD,AUDJPY,-31.8,28,-36.5,-40.3
GBPNZD,AUDNZD,-20.7,32.4,-21.6,78.9
GBPNZD,AUDSGD,-71.8,-60.7,-62.2,-56.7
GBPNZD,CADCHF,-31.8,83.8,3.2,-72.2
GBPNZD,CADHKD,-63,18.2,7.4,-68.7
GBPNZD,CADJPY,-55.2,77,-3.7,-75.2
GBPNZD,CADSGD,-73.8,63.5,-9,-77.5
GBPNZD,CHFJPY,-13.4,9.2,-11.4,-39.2
GBPNZD,CHFZAR,13.6,72.2,34.9,-45.6
GBPNZD,EURCAD,20.5,-88.5,-12.6,73.3
GBPNZD,EURGBP,-46.6,-96.6,-67.6,43.3
GBPNZD,EURHUF,-12.4,-79.8,-28.9,14.6
GBPNZD,EURNOK,-24.7,35.8,29.1,85.1
GBPNZD,EURNZD,0.2,-60,3.7,87.4
GBPNZD,EURPLN,11.6,-15.5,-26.2,-61
GBPNZD,EURSEK,-13.1,-3.5,24.2,47.8
GBPNZD,EURSGD,-32.1,-89.6,-21.2,-21.8
GBPNZD,EURTRY,-15.4,-83.7,-28.9,-17.4
GBPNZD,EURUSD,-13.8,-91.5,-14.3,25.9
GBPNZD,EURZAR,12.8,67.8,32.3,-38.2
GBPNZD,GBPAUD,76.7,92.1,78.8,-16.7
GBPNZD,GBPCAD,86.9,85.9,64.9,73.1
GBPNZD,GBPCHF,61.7,94.4,63.6,-32.4
GBPNZD,GBPHKD,82.3,82,77.1,-17.7
GBPNZD,AUDCHF,-32.3,48.4,-24.6,-8.5
GBPNZD,GBPJPY,83,94,69.7,-52.8
GBPNZD,AUDHKD,-45.7,-80.6,-61.8,0.4
GBPNZD,GBPNZD,100,100,100,100
GBPNZD,GBPPLN,49.2,90.4,39.6,-66.3
GBPNZD,GBPSGD,53.7,91.3,69.3,-49.6
GBPNZD,GBPUSD,82.9,82.2,74.8,-21.4
GBPNZD,GBPZAR,41.4,81.2,43.3,-49.2
GBPNZD,HKDJPY,19.1,65.5,-8.5,-36.2
GBPNZD,NZDCAD,40.9,-86.1,-29.7,-77.8
GBPNZD,NZDCHF,13.3,1.1,-21.7,-88.7
GBPNZD,NZDHKD,-33.3,-75.1,-33.1,-81
GBPNZD,NZDJPY,-25.1,11.5,-40.9,-89.1
GBPNZD,NZDSGD,-40.1,-62.2,-42.7,-86
GBPNZD,NZDUSD,-27.3,-76.2,-33.9,-81.4
GBPNZD,SGDCHF,50.1,85.9,9,44.9
GBPNZD,SGDHKD,17.9,-75.3,21.3,63.7
GBPNZD,SGDJPY,29.7,53.7,2.5,7.6
GBPNZD,TRYJPY,11.1,80.1,7.3,15
GBPNZD,USDCAD,62.6,-16.4,-4.5,69.9
GBPNZD,USDCHF,23.7,87.8,2.1,-5.2
GBPNZD,USDCNH,34.7,19.8,-7.9,63.5
GBPNZD,USDCZK,16.7,79,17.7,-23.6
GBPNZD,USDDKK,15.9,90.7,14.5,-25.1
GBPNZD,USDHUF,14.7,78,5,-18.1
GBPNZD,USDINR,-16.2,-35.7,-28.3,-81.5
GBPNZD,USDJPY,15.2,66.9,-6.6,-32.8
GBPNZD,USDMXN,-5.5,20.1,-39.6,-82.3
GBPNZD,USDNOK,6.4,92.9,37.1,81.3
GBPNZD,USDPLN,17.7,82.5,-11.1,-53
GBPNZD,USDSEK,9.5,92.9,20.4,0.5
GBPNZD,USDSGD,-21.7,77.7,-18.4,-60.4
GBPNZD,USDTRY,2,-8.7,-10.6,-31
GBPNZD,USDZAR,24.4,75.3,31.6,-48.5
GBPNZD,ZARJPY,-19.2,-71.7,-33.4,35.3
GBPNZD,AUDUSD,-45.1,-81.8,-65.3,-5.4
GBPNZD,CHFHKD,-25.1,-86.4,-0.4,11
GBPNZD,EURAUD,20.8,-75,14.2,23.9
GBPNZD,EURCHF,4.8,-76.7,-55.2,53.3
GBPNZD,EURCZK,59.7,37.3,23.4,25.8
GBPNZD,EURDKK,23.6,-78.9,-10,33.8
GBPNZD,EURHKD,-15.1,-90.9,-13.5,30.5
GBPNZD,EURJPY,-6.5,-41.1,-30,-13.6
GBPNZD,USDHKD,-50.5,28.6,30.1,85.2
GBPNZD,USDTHB,18.7,-55.8,-46.1,-55.4
GBPNZD,USDSAR,5,20.7,47.7,-55
GBPSGD,AUDCAD,-33.3,-79.4,-61.3,-83.8
GBPSGD,AUDJPY,-73.2,5,-45.6,0.1
GBPSGD,AUDNZD,-75.4,-3.4,-63.3,-83.8
GBPSGD,AUDSGD,-36.4,-53.1,-39.9,47.2
GBPSGD,CADCHF,28.5,86.3,-26.6,61.8
GBPSGD,CADHKD,-64,38.3,-2.5,85.2
GBPSGD,CADJPY,-68.1,61.6,-19.5,64.1
GBPSGD,CADSGD,-12,75.2,10.3,86.5
GBPSGD,CHFJPY,-71.3,-17.7,26.6,32.6
GBPSGD,CHFZAR,-16.1,62.1,-27.6,58.6
GBPSGD,EURCAD,-46.3,-84,19.7,-62
GBPSGD,EURGBP,-85,-95.5,-38.3,-77
GBPSGD,EURHUF,-73.2,-64.8,-32.9,-25.7
GBPSGD,EURNOK,-65.8,21.7,6.7,-59.4
GBPSGD,EURNZD,-68.7,-77.6,14.4,-73.3
GBPSGD,EURPLN,-11.7,-2.4,43,34.2
GBPSGD,EURSEK,-14,19.2,-38.9,-71.2
GBPSGD,EURSGD,-62.5,-75,30.4,57.5
GBPSGD,EURTRY,-72.8,-77.6,-33.5,34.2
GBPSGD,EURUSD,-71.8,-77.4,24.4,12.1
GBPSGD,EURZAR,-24.7,58.9,-29.8,52.8
GBPSGD,GBPAUD,82.8,97.6,85.1,79.8
GBPSGD,GBPCAD,69.7,90,79.1,-8.5
GBPSGD,GBPCHF,84,98.2,36.1,78.6
GBPSGD,GBPHKD,52.8,96.3,87.9,83.5
GBPSGD,AUDCHF,15.1,43.9,-49.4,-26.6
GBPSGD,GBPJPY,46.6,86.3,66.3,83.2
GBPSGD,AUDHKD,-78.2,-69.6,-60.5,-3.9
GBPSGD,GBPNZD,53.7,91.3,69.3,-49.6
GBPSGD,GBPPLN,81.8,94.3,75.1,77.4
GBPSGD,GBPSGD,100,100,100,100
GBPSGD,GBPUSD,55.8,96.4,88.9,85.3
GBPSGD,GBPZAR,21.3,73.7,-18.2,75.1
GBPSGD,HKDJPY,5.3,41.2,-22.9,2.7
GBPSGD,NZDCAD,65.9,-67.1,22.3,63.8
GBPSGD,NZDCHF,66.3,36.6,-25.5,74.7
GBPSGD,NZDHKD,-20.2,-43.9,27.7,84.6
GBPSGD,NZDJPY,-10.6,11.9,-5.3,75
GBPSGD,NZDSGD,54.6,-25,35.5,87
GBPSGD,NZDUSD,-12,-45.4,28.8,84.7
GBPSGD,SGDCHF,42.3,76.5,-41.3,-77.2
GBPSGD,SGDHKD,-60.7,-64.3,-17.4,-56.6
GBPSGD,SGDJPY,-49.9,26.9,-38.7,-51.7
GBPSGD,TRYJPY,-17.3,62.6,47.8,-38.4
GBPSGD,USDCAD,63.1,-36.4,-0.7,-85.5
GBPSGD,USDCHF,70.4,77.4,-33.2,-34.9
GBPSGD,USDCNH,67.1,-5.9,-40.8,-65.5
GBPSGD,USDCZK,72.3,63.9,-23.3,-12.7
GBPSGD,USDDKK,74,76.9,-25.8,-11.8
GBPSGD,USDHUF,59.1,68.8,-38.1,-24.1
GBPSGD,USDINR,21.4,-47.7,37.3,65.1
GBPSGD,USDJPY,-0.2,42.7,-24.2,-0.7
GBPSGD,USDMXN,-66.2,24.2,11.6,72.9
GBPSGD,USDNOK,67.5,76,-24.9,-77.5
GBPSGD,USDPLN,71.2,76.5,18.2,11.6
GBPSGD,USDSEK,68.1,83.7,-33.1,-41.4
GBPSGD,USDSGD,57.2,67.6,14.5,54.3
GBPSGD,USDTRY,26,-20.8,-60.7,32.9
GBPSGD,USDZAR,9.3,65,-31,48.3
GBPSGD,ZARJPY,-9.3,-64.7,30,-51.8
GBPSGD,AUDUSD,-78.2,-71.3,-59.1,0.9
GBPSGD,CHFHKD,-70.9,-75.7,33.1,29.8
GBPSGD,EURAUD,-49.2,-61.7,42.6,9.1
GBPSGD,EURCHF,-56,-60.2,-29.9,-44.9
GBPSGD,EURCZK,30.7,25.5,-10.5,-6
GBPSGD,EURDKK,72.6,-63.8,-42.4,23.2
GBPSGD,EURHKD,-72.3,-76.5,23.9,7.8
GBPSGD,EURJPY,-69.8,-55.3,11.9,11.2
GBPSGD,USDHKD,-67.5,36.2,-29.9,-72.5
GBPSGD,USDTHB,69.1,-55.6,7.7,19
GBPSGD,USDSAR,53.7,21.7,3.4,64.7
GBPUSD,AUDCAD,5.7,-77,-63.3,-57.6
GBPUSD,AUDJPY,-44.9,-7.9,-65.4,-31.6
GBPUSD,AUDNZD,-37.6,-16.6,-70.3,-63.1
GBPUSD,AUDSGD,-71,-48.5,-65.8,26.9
GBPUSD,CADCHF,-21,79.9,-39.4,32.9
